"","Colour_code","Condition","Week","Fm_ID","Combo_lek_week","Combo_lek","Session_nr","Female_max_id","Total_visit_duration_all_females","Total_visit_nr_all_females","Visits_longest_s","Visit_occurrence","Total_nr_display","Combo_display_rank","Combo_co_disp_rank","Co_disp_score","Interrupted_copulations_nr_OtherR","Interrupted_copulations_nr_OtherS","Interrupted_copulations_nr_PartnerR","Interrupted_copulations_nr_PartnerS","Successful_copulations_nr","Interrupted_total","Mount_nr","Crouching_nr","Copulation_attempt","Copulation_nr","Total_successful_copulations","Co.display_total_nr_session","Co.display_total_duration_s_session","Co.display_total_duration_s_session2","Single_display_total_duration_s_session","Single_display_to_satellite_total_nr_session","Single_display_to_both_total_nr_session","Single_display_to_both_total_duration_s_session","Paired_state_total_nr_session","Paired_state_total_duration_s_session","Co_displ_occurrence","Copulation_occurrence_successful","Copulation_occurrence","Co_disp_session","Single_display_duration_mean_s_session","Single_display_duration_std_dev_session","Chasings_total","Chasings_res","Chasings_sat","Chasings_marg","Attacks_total","Attacks_res","Attacks_sat","Attacks_marg","Approaches","Fight_dur_s","Aggression_res_total","Aggression_sat_total","Aggression_total","Aggression_res_attack_approach","Aggression_attack_approach_total","Combo_lek_repeat"
"52","GO|LbY","Marginal","4","Fm2","2_Lek4_4","2_Lek4",3,0,0,0,0,0,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,1,0.12,5,0,5,1,1,1
"53","DbLb|DbP","Marginal","5","Fm1","3_Lek1_5","3_Lek1",3,0,0,0,0,0,15,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,28,15,0,13,2,0,0,2,7,10.999,22,0,37,7,9,2
"54","DbLb|DbP","Satellite","5","Fm1","3_Lek1_5","3_Lek1",3,0,0,0,0,0,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,75,75,0,0,0,0,0,0,3,0,0,3,0,0,15,15,0,0,0,0,0,0,4,9.68,19,0,19,4,4,2
"55","DbLb|DbP","Marginal","3","Fm1","3_Lek1_3","3_Lek1",3,0,0,0,0,0,14,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,2,2,0,0,2,0.838,19,0,19,4,4,1
"56","DbLb|DbP","Satellite","3","Fm1","3_Lek1_3","3_Lek1",3,1,5.814,1,5.8,1,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,64,64,0,0,0,0,0,0,1,0,0,3,0,0,11,11,0,0,2,2,0,0,5,9.28,18,0,18,7,7,1
"57","DbLb|OY","Marginal","5","Fm2","3_Lek4_5","3_Lek4",3,2,75.193,5,19.4,1,17,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,3,6.36,12,0,12,3,3,2
"58","DbLb|OY","Satellite","5","Fm2","3_Lek4_5","3_Lek4",3,3,29.189,4,13.4,2,16,2,2,0,0,0,0,0,0,0,0,1,0,0,0,4,49,49,29,5,0,0,0,0,3,0,0,3,21.56,5.58,39,39,0,0,2,2,0,0,2,2.561,43,0,43,4,4,2
"59","ODb|YG","Satellite","5","Fm1","3_Lek2_5","3_Lek2",3,2,56.324,2,35.2,1,4,3,2,0,0,0,0,0,0,0,0,1,0,0,0,2,25,25,25,1,0,0,0,0,2,0,0,3,25.44,0,0,0,0,0,0,0,0,0,3,5.64,3,0,3,3,3,2
"60","ODb|YG","Marginal","5","Fm1","3_Lek2_5","3_Lek2",3,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,4,4.76,10,0,10,4,4,2
"61","XO|XX","Marginal","3","Fm2","3_Lek3_3","3_Lek3",3,0,0,0,0,0,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,18,2,0,0,2,1,0.16,3,0,23,1,3,1
"62","XO|XX","Satellite","3","Fm2","3_Lek3_3","3_Lek3",3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,23,23,168,2,0,0,0,0,1,0,0,3,84.06,0,7,3,4,0,3,0,3,0,0,0,3,7,10,0,3,1
"63","ODb|YDb","Marginal","4","Fm2","2_Lek3_4","2_Lek3",3,0,0,0,0,0,17,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1769,0,0,0,0,0,0,0,0,0,37.24,34.04,1,1,0,0,0,0,0,0,6,70.239,7,0,7,6,6,1
"64","ODb|YDb","Satellite","4","Fm2","2_Lek3_4","2_Lek3",3,2,43.879,3,21.5,1,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,11,11,337,14,0,0,0,0,1,0,0,3,58.145,79.12,2,2,0,0,1,1,0,0,2,4.48,5,0,5,3,3,1
"65","RG|LbDb","Satellite","5","Fm1","3_Lek1_5","3_Lek1",3,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,0,0,0,0,0,0,1,0,0,3,0,0,4,0,4,0,0,0,0,0,0,0,0,4,4,0,0,2
"66","RG|LbDb","Marginal","5","Fm1","3_Lek1_5","3_Lek1",3,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,43,0,0,0,0,1,1.84,1,0,44,1,1,2
"67","DbLb|OY","Marginal","3","Fm2","3_Lek4_3","3_Lek4",3,0,0,0,0,0,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,2,1,1,0,0,2,2.56,11,0,13,3,3,1
"68","DbLb|OY","Satellite","3","Fm2","3_Lek4_3","3_Lek4",3,0,0,0,0,0,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,37,4,0,0,0,0,1,0,0,3,9.37,10.89,4,4,0,0,2,1,1,0,3,5.84,8,1,9,4,5,1
"69","DbLb|LbY","Satellite","3","Fm1","3_Lek2_3","3_Lek2",3,0,0,0,0,0,18,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,24,19,5,0,4,1,3,0,1,2.68,21,8,29,2,5,1
"70","DbLb|LbY","Satellite","5","Fm1","3_Lek2_5","3_Lek2",3,0,0,0,0,0,18,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,23,13,10,0,5,3,2,0,13,42.123,29,12,41,16,18,2
"71","DbLb|OY","Satellite","6","Fm2","2_Lek3_6","2_Lek3",3,1,58.964,2,51.3,1,18,2,3,0,0,0,0,0,2,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,6,6,0,0,1,0,1,0,9,14.959,15,1,16,9,10,2
"72","DbLb|LbY","Marginal","3","Fm1","3_Lek2_3","3_Lek2",3,0,0,0,0,0,17,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,36,0,5,3,0,0,3,0,0,36,0,44,0,3,1
"73","YO|OO","Satellite","4","Fm1","2_Lek2_4","2_Lek2",3,0,0,0,0,0,17,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,4,4,0,0,13,19.877,57,0,57,17,17,1
"74","DbLb|OY","Marginal","6","Fm2","2_Lek3_6","2_Lek3",3,4,317.308,13,142,3,17,2,3,0,0,0,0,0,6,0,12,21,18,6,6,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,20,8,0,12,1,0,0,1,4,9.439,12,0,25,4,5,2
"75","DbLb|LbY","Satellite","6","Fm2","2_Lek4_6","2_Lek4",3,0,0,0,0,0,15,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,2,2,0,2,1,1,0,2,0.48,5,3,8,3,4,2
"76","RG|LbDb","Satellite","4","Fm1","2_Lek2_4","2_Lek2",3,0,0,0,0,0,14,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,0,1,1,0,0,7,23.559,12,2,14,8,8,1
"77","YO|OO","Marginal","4","Fm1","2_Lek2_4","2_Lek2",3,0,0,0,0,0,14,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1665,0,0,0,0,0,0,0,0,0,30.49,23.64,43,38,0,5,2,2,0,0,8,12.56,48,0,53,10,10,1
"78","YO|OO","Marginal","6","Fm1","2_Lek2_6","2_Lek2",3,0,0,0,0,0,13,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,27,0,13,3,1,0,2,10,13.16,38,0,53,11,13,2
"79","GO|LbY","Marginal","8","Fm2","1_Lek3_8","1_Lek3",3,0,0,0,0,0,13,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,0,10,0,0,0,0,2,9.277,10,0,20,2,2,2
"80","GLb|GY","Marginal","4","Fm1","2_Lek1_4","2_Lek1",3,0,0,0,0,0,12,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,1,0.6,4,0,4,1,1,1
"81","DbLb|LbY","Marginal","5","Fm1","3_Lek2_5","3_Lek2",3,1,98.377,2,57.6,1,12,1,3,0,0,0,0,0,12,0,1,11,13,12,12,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,20,17,0,3,1,1,0,0,0,0,18,0,21,1,1,2
"82","GO|LbY","Satellite","8","Fm2","1_Lek3_8","1_Lek3",3,0,0,0,0,0,10,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,1,0,1,0,1,0,0,0,4,2,6,0,1,2
"83","YO|OO","Satellite","6","Fm1","2_Lek2_6","2_Lek2",3,0,0,0,0,0,9,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,9,0,0,1,1,0,0,15,21.33,25,0,25,16,16,2
"84","RG|LbDb","Satellite","6","Fm1","2_Lek2_6","2_Lek2",3,0,0,0,0,0,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0.52,1,0,1,1,1,2
"85","GO|LbY","Marginal","7","Fm2","1_Lek3_7","1_Lek3",3,0,0,0,0,0,8,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,11,2,2,0,0,6,46.585,10,0,21,8,8,1
"86","RG|LbDb","Marginal","8","Fm1","1_Lek1_8","1_Lek1",3,0,0,0,0,0,8,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,5,0,0,5,0,0,0,0,14,0,5,2
"87","DbLb|RLb","Marginal","3","Fm2","3_Lek4_3","3_Lek4",3,0,0,0,0,0,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,0,1,0,0,0,0,2,1.2,13,0,14,2,2,1
"88","DbLb|LbY","Marginal","4","Fm2","2_Lek4_4","2_Lek4",3,0,0,0,0,0,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,3,0,0,0,0,0,0,1,0,4,0,0,1
"89","DbLb|RLb","Marginal","5","Fm2","3_Lek4_5","3_Lek4",3,0,0,0,0,0,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,1,1,0,0,2,1.68,5,0,6,3,3,2
"90","DbLb|RLb","Satellite","5","Fm2","3_Lek4_5","3_Lek4",3,0,0,0,0,0,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"91","GLb|GY","Satellite","4","Fm1","2_Lek1_4","2_Lek1",3,0,0,0,0,0,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,8,0,0,0,0,0,0,3,4.6,11,0,11,3,3,1
"92","RG|LbDb","Marginal","4","Fm1","2_Lek2_4","2_Lek2",3,0,0,0,0,0,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,1,1,0,0,6,7.056,27,0,27,7,7,1
"93","XO|XX","Marginal","5","Fm2","3_Lek3_5","3_Lek3",3,0,0,0,0,0,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,4,0,0,0,0,1,0.88,5,0,9,1,1,2
"94","DbLb|LbY","Marginal","6","Fm2","2_Lek4_6","2_Lek4",3,0,0,0,0,0,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,0,4,0,0,2
"95","GO|LbY","Satellite","7","Fm2","1_Lek3_7","1_Lek3",3,1,35.809,1,35.8,1,6,2,3,0,0,0,0,0,1,0,4,7,5,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,10,9,1,0,0,0,0,0,0,0,9,1,10,0,0,1
"96","DbLb|RLb","Satellite","3","Fm2","3_Lek4_3","3_Lek4",3,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,0,2,2,0,0,2,1.16,8,0,8,4,4,1
"97","DbLb|LbY","Satellite","4","Fm2","2_Lek4_4","2_Lek4",3,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,2,1,0,1,0,1,0,2,6.879,4,2,6,2,3,1
"98","RG|LbDb","Satellite","8","Fm1","1_Lek1_8","1_Lek1",3,0,0,0,0,0,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0.16,1,0,1,1,1,2
"99","XO|XX","Satellite","8","Fm1","1_Lek1_8","1_Lek1",3,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,15,15,0,0,2,2,0,0,2,4.72,19,0,19,4,4,2
