"","X","Session_ID","Video_ID","Colour_code","State","Condition","Bird_desc","Sat_ID","Fm_ID","Time","Date","Date2","Week","Combo_lek_week","Combo_lek","Female_max_id","Total_visit_nr_all_females","Visit_occurrence","Total_visit_duration_all_females","Total_nr_display","Total_nr_display_with_Sat","Total_nr_display_Res_ind","Total_nr_display_Sat_ind","Display_percentage","Female_cop_max_id","Interrupted_copulations_nr_OtherR","Interrupted_copulations_nr_OtherS","Interrupted_copulations_nr_PartnerR","Interrupted_copulations_nr_PartnerS","Successful_copulations_nr","Interrupted_total","Female_mount_max_id","Mount_nr","Female_max_crouching_id","Crouching_nr","Copulation_attempt","Copulation_nr","Copulation_occurrence_successful","Copulation_occurrence","Total_successful_copulations","Total_copulation_nr","Total_copulation_occurrence","Total_nr_display_30","Visits_longest_s","Lek_hierarchy","Co.display_total_nr_session","Co.display_total_duration_s_session","Co.display_duration_mean_s_session","Co.display_duration_std_dev_session","Single_display_total_nr_session","Single_display_total_duration_s_session","Single_display_duration_mean_s_session","Single_display_duration_std_dev_session","Single_display_to_female_total_nr_session","Single_display_to_female_total_duration_s_session","Single_display_to_female_duration_mean_s_session","Single_display_to_female_duration_std_dev_session","Single_display_to_satellite_total_nr_session","Single_display_to_satellite_total_duration_s_session","Single_display_to_satellite_duration_mean_s_session","Single_display_to_satellite_duration_std_dev_session","Single_display_to_both_total_nr_session","Single_display_to_both_total_duration_s_session","Single_display_to_both_duration_mean_s_session","Single_display_to_both_duration_std_dev_session","Paired_state_total_nr_session","Paired_state_total_duration_s_session","Paired_state_duration_mean_s_session","Paired_state_duration_std_dev_session","Lek_codisplay_nr","Lek_codisplay_dur_s","Lek_codisplay_occ","Cop_session","Aggression_total","Fight_dur_s","Subject","Behavior"
"446",446,"530_Fm2_a_Marginal","Lek3_2021_530_a","GLb|GY","Unpaired","Marginal","brown black",NA,"Fm2","a",530,25,"7a","1_Lek3_7a","1_Lek3",1,1,1,19.026,6,6,1,NA,100,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,3,19,1,NA,NA,NA,NA,103,1736,16.92,19.74,103,1736.128,16.92,19.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,22,9.519,NA,NA
"447",447,"530_Fm2_a_Marginal","Lek3_2021_530_a","GO|LbY","Unpaired","Marginal","Grey Tiger",NA,"Fm2","a",530,25,"7a","1_Lek3_7a","1_Lek3",0,0,0,0,2,2,1,0,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,4,3.32,NA,NA
"448",448,"530_Fm2_a_Marginal","Lek3_2021_530_a","YO|OO","Unpaired","Marginal","Black",NA,"Fm2","a",530,25,"7a","1_Lek3_7a","1_Lek3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA
"449",449,"530_Fm2_m_Marginal","Lek3_2021_530_m","GLb|GY","Unpaired","Marginal","brown black",NA,"Fm2","m",530,25,"7m","1_Lek3_7m","1_Lek3",1,10,1,238.833,6,6,1,NA,100,1,0,0,0,0,6,0,0,0,1,9,6,6,1,1,6,6,1,3,39,2,NA,NA,NA,NA,64,1671,24.79,26.43,64,1670.769,24.79,26.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,6,19.04,NA,NA
"450",450,"530_Fm2_m_Marginal","Lek3_2021_530_m","GO|LbY","Unpaired","Marginal","Grey Tiger",NA,"Fm2","m",530,25,"7m","1_Lek3_7m","1_Lek3",0,0,0,0,6,6,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,16,43.265,NA,NA
"451",451,"530_Fm2_m_Marginal","Lek3_2021_530_m","YO|OO","Unpaired","Marginal","Black",NA,"Fm2","m",530,25,"7m","1_Lek3_7m","1_Lek3",0,0,0,0,1,1,1,0,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,3,0,NA,NA
"452",452,"531_Fm1_a_Satellite","Lek1_2021_531_a","DbLb|LbY","Paired","Satellite","black/red face",NA,"Fm1","a",531,26,"7a","1_Lek1_7a","1_Lek1",1,4,1,1220.016,6,12,1,1,100,1,0,0,0,5,0,5,1,1,1,26,6,5,0,1,NA,NA,NA,3,761.5,1,72,1250,13,9.87,30,382,14.9,13.5,30,382.329,14.9,13.5,NA,NA,NA,NA,NA,NA,NA,NA,1,1799.692,1799.69,NA,NA,NA,NA,1,NA,NA,NA,NA
"453",453,"531_Fm1_a_Satellite","Lek1_2021_531_a","DbLb|LbY","Unpaired","Satellite","black/red face",NA,"Fm1","a",531,26,"7a","1_Lek1_7a","1_Lek1",0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,29.181,1,1,24,0,NA,NA
"454",454,"531_Fm1_a_Satellite","Lek1_2021_531_a","RG|LbDb","Paired","Satellite","white",NA,"Fm1","a",531,26,"7a","1_Lek1_7a","1_Lek1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"455",455,"531_Fm1_a_Satellite","Lek1_2021_531_a","RG|LbDb","Unpaired","Satellite","white",NA,"Fm1","a",531,26,"7a","1_Lek1_7a","1_Lek1",0,0,0,0,1,1,1,0,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0.16,NA,NA
"456",456,"531_Fm1_a_Satellite","Lek1_2021_531_a","XO|XX","Paired","Satellite","black/grey/beige",NA,"Fm1","a",531,26,"7a","1_Lek1_7a","1_Lek1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"457",457,"531_Fm1_a_Satellite","Lek1_2021_531_a","XO|XX","Unpaired","Satellite","black/grey/beige",NA,"Fm1","a",531,26,"7a","1_Lek1_7a","1_Lek1",0,0,0,0,2,2,1,0,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,7,0,NA,NA
"458",458,"531_Fm1_m_Satellite","Lek1_2021_531_m","DbLb|LbY","Paired","Satellite","black/red face",NA,"Fm1","m",531,26,"7m","1_Lek1_7m","1_Lek1",0,0,0,0,2,4,1,1,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,0,1,28,508,15,10.22,41,1174,26.01,24.34,41,1173.685,26.01,24.34,NA,NA,NA,NA,NA,NA,NA,NA,1,1800.366,1800.37,NA,NA,NA,NA,0,NA,NA,NA,NA
"459",459,"531_Fm1_m_Satellite","Lek1_2021_531_m","DbLb|LbY","Unpaired","Satellite","black/red face",NA,"Fm1","m",531,26,"7m","1_Lek1_7m","1_Lek1",0,0,0,0,4,4,0,NA,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,307.595,1,0,31,0,NA,NA
"460",460,"531_Fm1_m_Satellite","Lek1_2021_531_m","RG|LbDb","Paired","Satellite","white",NA,"Fm1","m",531,26,"7m","1_Lek1_7m","1_Lek1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"461",461,"531_Fm1_m_Satellite","Lek1_2021_531_m","RG|LbDb","Unpaired","Satellite","white",NA,"Fm1","m",531,26,"7m","1_Lek1_7m","1_Lek1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA
"462",462,"531_Fm1_m_Satellite","Lek1_2021_531_m","XO|XX","Paired","Satellite","black/grey/beige",NA,"Fm1","m",531,26,"7m","1_Lek1_7m","1_Lek1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"463",463,"531_Fm1_m_Satellite","Lek1_2021_531_m","XO|XX","Unpaired","Satellite","black/grey/beige",NA,"Fm1","m",531,26,"7m","1_Lek1_7m","1_Lek1",0,0,0,0,1,1,1,0,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,2,0,NA,NA
"464",464,"531_Fm2_a_Marginal","Lek3_2021_531_a","BlW|PP","Unpaired","Marginal","Black",NA,"Fm2","a",531,26,"7a","1_Lek3_7a","1_Lek3",0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA
"465",465,"531_Fm2_a_Marginal","Lek3_2021_531_a","GLb|GY","Unpaired","Marginal","brown black",NA,"Fm2","a",531,26,"7a","1_Lek3_7a","1_Lek3",1,1,1,37.677,3,3,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37.7,1,NA,NA,NA,NA,56,1641,29.73,21.44,56,1640.693,29.73,21.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,20,0,NA,NA
"466",466,"531_Fm2_a_Marginal","Lek3_2021_531_a","GO|LbY","Unpaired","Marginal","Grey Tiger",NA,"Fm2","a",531,26,"7a","1_Lek3_7a","1_Lek3",0,0,0,0,2,2,1,0,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,5,0,NA,NA
"467",467,"531_Fm2_m_Marginal","Lek3_2021_531_m","GLb|GY","Unpaired","Marginal","brown black",NA,"Fm2","m",531,26,"7m","1_Lek3_7m","1_Lek3",1,3,1,38.141,6,6,1,NA,100,1,0,0,0,0,2,0,0,0,1,3,2,2,1,1,2,2,1,3,14.3,2,NA,NA,NA,NA,78,1514,19.69,23.2,78,1514.211,19.69,23.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,16,64.082,NA,NA
"468",468,"531_Fm2_m_Marginal","Lek3_2021_531_m","GO|LbY","Unpaired","Marginal","Grey Tiger",NA,"Fm2","m",531,26,"7m","1_Lek3_7m","1_Lek3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,NA,NA
"469",469,"531_Fm2_m_Marginal","Lek3_2021_531_m","YO|OO","Unpaired","Marginal","Black",NA,"Fm2","m",531,26,"7m","1_Lek3_7m","1_Lek3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,4,0,NA,NA
"470",470,"601_Fm1_a_Satellite","Lek1_2021_601_a","DbLb|LbY","Paired","Satellite","black/red face",NA,"Fm1","a",601,27,"7a","1_Lek1_7a","1_Lek1",1,1,1,22.115,6,12,1,1,100,1,0,0,1,2,0,3,0,0,1,2,3,3,0,1,NA,NA,NA,3,22.1,1,46,1635,26,19.6,7,95,14.34,6.16,7,94.987,14.34,6.16,NA,NA,NA,NA,NA,NA,NA,NA,1,1800.039,1800.04,NA,NA,NA,NA,1,NA,NA,NA,NA
"471",471,"601_Fm1_a_Satellite","Lek1_2021_601_a","DbLb|LbY","Unpaired","Satellite","black/red face",NA,"Fm1","a",601,27,"7a","1_Lek1_7a","1_Lek1",0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,356.162,1,1,16,0,NA,NA
"472",472,"601_Fm1_a_Satellite","Lek1_2021_601_a","RG|LbDb","Paired","Satellite","white",NA,"Fm1","a",601,27,"7a","1_Lek1_7a","1_Lek1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"473",473,"601_Fm1_a_Satellite","Lek1_2021_601_a","RG|LbDb","Unpaired","Satellite","white",NA,"Fm1","a",601,27,"7a","1_Lek1_7a","1_Lek1",0,0,0,0,1,1,1,0,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA
"474",474,"601_Fm1_a_Satellite","Lek1_2021_601_a","XO|XX","Paired","Satellite","black/grey/beige",NA,"Fm1","a",601,27,"7a","1_Lek1_7a","1_Lek1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"475",475,"601_Fm1_a_Satellite","Lek1_2021_601_a","XO|XX","Unpaired","Satellite","black/grey/beige",NA,"Fm1","a",601,27,"7a","1_Lek1_7a","1_Lek1",0,0,0,0,1,1,1,0,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,6,4.72,NA,NA
"476",476,"601_Fm1_m_Satellite","Lek1_2021_601_m","DbLb|LbY","Paired","Satellite","black/red face",NA,"Fm1","m",601,27,"7m","1_Lek1_7m","1_Lek1",1,4,1,67.777,6,12,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,3,37.8,1,74,1676,21,20.04,11,50,3.54,3.32,10,46.783,4.33,3.32,1,2.748,2.75,NA,NA,NA,NA,NA,1,1797.955,1797.95,NA,NA,NA,NA,0,NA,NA,NA,NA
"477",477,"601_Fm1_m_Satellite","Lek1_2021_601_m","DbLb|LbY","Unpaired","Satellite","black/red face",NA,"Fm1","m",601,27,"7m","1_Lek1_7m","1_Lek1",0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,NA,NA,NA,NA,1,2,2.41,NA,1,2.414,2.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,847.985,1,0,18,0,NA,NA
"478",478,"601_Fm1_m_Satellite","Lek1_2021_601_m","RG|LbDb","Paired","Satellite","white",NA,"Fm1","m",601,27,"7m","1_Lek1_7m","1_Lek1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"479",479,"601_Fm1_m_Satellite","Lek1_2021_601_m","RG|LbDb","Unpaired","Satellite","white",NA,"Fm1","m",601,27,"7m","1_Lek1_7m","1_Lek1",0,0,0,0,2,2,1,0,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA
"480",480,"601_Fm1_m_Satellite","Lek1_2021_601_m","XO|XX","Paired","Satellite","black/grey/beige",NA,"Fm1","m",601,27,"7m","1_Lek1_7m","1_Lek1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"481",481,"601_Fm1_m_Satellite","Lek1_2021_601_m","XO|XX","Unpaired","Satellite","black/grey/beige",NA,"Fm1","m",601,27,"7m","1_Lek1_7m","1_Lek1",0,0,0,0,1,1,1,0,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0,NA,NA
"482",482,"601_Fm2_a_Marginal","Lek3_2021_601_a","BlW|PP","Unpaired","Marginal","black/white",NA,"Fm2","a",601,27,"7a","1_Lek3_7a","1_Lek3",0,0,0,0,2,2,1,NA,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA
"483",483,"601_Fm2_a_Marginal","Lek3_2021_601_a","GLb|GY","Unpaired","Marginal","brown black",NA,"Fm2","a",601,27,"7a","1_Lek3_7a","1_Lek3",2,5,1,142.662,6,6,1,0,100,1,0,0,0,0,3,0,2,5,2,13,8,3,1,1,3,3,1,3,97.9,1,NA,NA,NA,NA,59,1738,29.25,34.59,59,1738.383,29.25,34.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,14,0,NA,NA
"484",484,"601_Fm2_a_Marginal","Lek3_2021_601_a","GO|LbY","Unpaired","Marginal","Grey Tiger",NA,"Fm2","a",601,27,"7a","1_Lek3_7a","1_Lek3",0,0,0,0,6,6,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,6,0,NA,NA
"485",485,"601_Fm2_m_Marginal","Lek3_2021_601_m","BlW|PP","Unpaired","Marginal","black/white",NA,"Fm2","m",601,27,"7m","1_Lek3_7m","1_Lek3",0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA
"486",486,"601_Fm2_m_Marginal","Lek3_2021_601_m","GLb|GY","Unpaired","Marginal","brown black",NA,"Fm2","m",601,27,"7m","1_Lek3_7m","1_Lek3",2,7,1,416.578,6,6,1,0,100,2,0,0,0,0,7,0,2,12,2,32,19,7,1,1,7,7,1,3,138,2,NA,NA,NA,NA,62,1705,27.56,33.34,62,1705.437,27.56,33.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,7,6.945,NA,NA
"487",487,"601_Fm2_m_Marginal","Lek3_2021_601_m","GO|LbY","Unpaired","Marginal","Grey Tiger",NA,"Fm2","m",601,27,"7m","1_Lek3_7m","1_Lek3",0,0,0,0,5,5,1,0,83.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,9,9.277,NA,NA
"488",488,"602_Fm1_a_Marginal","Lek1_2021_602_a","DbLb|LbY","Unpaired","Marginal","black/red face",NA,"Fm1","a",602,28,"7a","1_Lek1_7a","1_Lek1",2,7,1,220.278,6,6,1,NA,100,2,1,0,0,0,8,1,1,1,2,10,10,9,1,1,8,9,1,3,42.8,1,NA,NA,NA,NA,47,1665,32.73,51,47,1664.609,32.73,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,17,0,NA,NA
"489",489,"602_Fm1_a_Marginal","Lek1_2021_602_a","RG|LbDb","Unpaired","Marginal","white",NA,"Fm1","a",602,28,"7a","1_Lek1_7a","1_Lek1",0,0,0,0,2,2,1,0,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,5,0,NA,NA
"490",490,"602_Fm1_a_Marginal","Lek1_2021_602_a","XO|XX","Unpaired","Marginal","black/grey/beige",NA,"Fm1","a",602,28,"7a","1_Lek1_7a","1_Lek1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,6,0,NA,NA
"491",491,"602_Fm1_m_Marginal","Lek1_2021_602_m","DbLb|LbY","Unpaired","Marginal","black/red face",NA,"Fm1","m",602,28,"7m","1_Lek1_7m","1_Lek1",1,2,1,95.993,6,6,1,NA,100,1,0,0,0,0,6,0,1,2,1,8,8,6,1,1,6,6,1,3,59.8,1,NA,NA,NA,NA,79,1555,19.77,17.19,79,1555.426,19.77,17.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,32,0,NA,NA
"492",492,"602_Fm1_m_Marginal","Lek1_2021_602_m","RG|LbDb","Unpaired","Marginal","white",NA,"Fm1","m",602,28,"7m","1_Lek1_7m","1_Lek1",0,0,0,0,1,1,1,0,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,NA,NA
"493",493,"602_Fm1_m_Marginal","Lek1_2021_602_m","XO|XX","Unpaired","Marginal","black/grey/beige",NA,"Fm1","m",602,28,"7m","1_Lek1_7m","1_Lek1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,12,0,NA,NA
"494",494,"602_Fm2_a_Satellite","Lek3_2021_602_a","BlW|PP","Paired","Satellite","black/white",NA,"Fm2","a",602,28,"7a","1_Lek3_7a","1_Lek3",0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"495",495,"602_Fm2_a_Satellite","Lek3_2021_602_a","BlW|PP","Unpaired","Satellite","black/white",NA,"Fm2","a",602,28,"7a","1_Lek3_7a","1_Lek3",0,0,0,0,1,1,1,0,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA
"496",496,"602_Fm2_a_Satellite","Lek3_2021_602_a","GLb|GY","Paired","Satellite","brown black",NA,"Fm2","a",602,28,"7a","1_Lek3_7a","1_Lek3",2,12,1,1200.354,6,12,1,1,100,1,0,0,0,1,1,1,1,1,2,38,3,2,1,1,NA,NA,NA,3,395.8,1,26,1542,59,42.78,5,172,34.35,47.2,5,171.745,34.35,47.2,NA,NA,NA,NA,NA,NA,NA,NA,1,1797.85,1797.85,NA,NA,NA,NA,1,NA,NA,NA,NA
"497",497,"602_Fm2_a_Satellite","Lek3_2021_602_a","GLb|GY","Unpaired","Satellite","brown black",NA,"Fm2","a",602,28,"7a","1_Lek3_7a","1_Lek3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,NA,0,1,NA,NA,NA,NA,1,3,2.75,NA,1,2.751,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,106.748,1,1,14,19.499,NA,NA
"498",498,"602_Fm2_a_Satellite","Lek3_2021_602_a","GO|LbY","Paired","Satellite","Grey Tiger",NA,"Fm2","a",602,28,"7a","1_Lek3_7a","1_Lek3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
